Company/Brand,Sector,Stage,Amount,What_it_does,Founded,Stage_of_funding
Sanctum Wealth,Investment Management,Series A,10000000.0,Sanctum is an Indian wealth management firm which has acquired RBS India’s Private Banking business.,2016.0,Early Traction
88academics,Education,Series A,3000000.0,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,2018.0,Early Traction
Upgame,sports,Series A,4000000.0,Upgame is the leading data intelligence and practice tracking platform for golfers,2017.0,Early Traction
Sanfe,"Health, Wellness & Fitness",Series A,1000000.0,India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,2018.0,Early Traction
PredictiVu,Management Consulting,Pre-Seed funding,1500000.0,"PredictiVu's AI-enabled dashboard integrated with India's largest, proprietary, weekly consumer purchase data, market intelligence and web insights",2020.0,Ideation
Sterling Accuris Wellness,Hospital & Health Care,Series A,30000000.0,"STERLING ACCURIS WELLNESS PRIVATE LIMITED is a hospital & health care company based out of 3-FLOOR HERITAGE COMPLEX, NR.",2016.0,Early Traction
Bijnis,B2B startup,Series B,30000000.0,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,2015.0,Scaling
Capital Float,Financial Services,Series A,50000000.0,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,2013.0,Early Traction
Manch Technologies,Information Technology & Services,Series A,1000000.0,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",2017.0,Early Traction
Sochcast,Sochcast is an Audio experiences company that give the listener and creators an Immersive Audio experience,Series A,4000000.0,"CA Harvinderjit Singh Bhatia, Garima Surana, Anil Srivatsa",2020.0,Early Traction
Glamyo Health,Hospital & Health Care,Series A,3000000.0,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,2019.0,Early Traction
CashBook,FinTech,Seed funding,2300000.0,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.",2020.0,Validation
The Money Club,Financial Services,Series A,1700000.0,The Money Club is a mobile platform for peer to peer chit funds.,2016.0,Early Traction
SuperZop,Retail,Series A,4000000.0,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,2016.0,Early Traction
Zypp Electric,Logistics & Supply Chain,Series A,7000000.0,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.",2017.0,Early Traction
Alpha Coach,Professional Training & Coaching,Series A,1200000.0,One to One Personal Fitness Coaching,2021.0,Early Traction
VRO Hospitality,Hospitality,Series A,3000000.0,One of the fastest-growing hospitality companies based out of Bangalore.,2018.0,Early Traction
byteXL,E-learning,Series A,200000.0,"ByteXL is the first-ever, one-stop-shop for self-learning course work and guided training – preparing a new generation of coders for the workforce.",2019.0,Early Traction
Leena AI,Computer Software,Series B,30000000.0,AI to help enterprises transform the employee experience.,2015.0,Scaling
CARS24,Automotive,Series F,450000000.0,"CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.",2015.0,Scaling
Klub,Financial Services,Debt,2000000.0,"A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.",2019.0,Other
Bluepad,Online Media,Pre-Seed funding,200000.0,A one-stop solution for aggregated content  in vernacular languages,2020.0,Ideation
FloBiz,Information Technology & Services,Series B,31000000.0,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,2019.0,Scaling
Tummoc,Mobility,Seed funding,540000.0,Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.,2016.0,Validation
Design Cafe,Design,Series A,25000000.0,Design Cafe is on a mission to democratize good design for homes in India.,2015.0,Early Traction
PayCardo,Financial Services,Pre-Seed funding,350000.0,A true Contactless & Cashless and secure payment system reducing cash dependency,2021.0,Ideation
Aerchain,Computer Software,Series A,3000000.0,Advance Source-to-Pay cycle to a new level with Artificial Intelligence!,2019.0,Early Traction
Expertrons,E-learning,Series A,4000000.0,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2019.0,Early Traction
CuriousJr,E-learning,Seed funding,1000000.0,CuriousJr is a platform to answer kids' curiosity and prepare them for 21st-century skills.,2020.0,Validation
Wow! Momo,Food & Beverages,Series C,15000000.0,WOW! Momo is one of the fastest-growing food brands in India.,2008.0,Scaling
Supertails,Consumer Services,Series A,700000.0,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2021.0,Early Traction
LifeCell,Biotechnology,Series A,30000000.0,A building block of the team that preserves the building blocks of life,2004.0,Early Traction
ZestMoney,Financial Services,Series C,50000000.0,"ZestMoney helps make it accessible for millions to upgrade, to enhance, to rise, while keeping it affordable.",2015.0,Scaling
FrontRow,E-learning,Series A,14000000.0,"FrontRow enables everyone to pursue their passions - get better, learn from the best and get noticed!",2020.0,Early Traction
HappyCredit,FinTech,Pre-Seed funding,600000.0,"HappyCredit is on a mission to make online shopping delightful for 400mn bharat shoppers with credit, rewards, shopping inspiration and more.",2020.0,Ideation
Endimension,Healtcare,Seed funding,300000.0,Endimension Technology is a healthcare Artificial Intelligence startup incubated at IIT Bombay.,2018.0,Validation
Frenzi,Online Media,Seed funding,1000000.0,India’s Fastest Growing Streaming Social Network,2020.0,Validation
Leverage Edu,Higher Education,Series A,4000000.0,India's Most Trusted Study Abroad Platform,2017.0,Early Traction
BeepKart,Automotive,Seed funding,3000000.0,BeepKart is building a platform to digitize and organize the used two-wheeler market.,2020.0,Validation
Lio,Computer Software,Seed funding,5000000.0,"Lio is the one app for all data where you can create, keep records and track all the records",2020.0,Validation
TravClan,B2B Travel,Series A,2200000.0,A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world.,2018.0,Early Traction
WickedGud,Food & Beverages,Pre-Seed funding,340000.0,A mission to make every day eating guilt-free and change the way the world consumes comfort foods.,2021.0,Ideation
Enercomp,Information Technology & Services,Series A,200000.0,Enercomp Solutions Pvt Ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy.,2013.0,Early Traction
BetterPlace,Information Technology & Services,Series C,24000000.0,"BetterPlace is India’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.",2014.0,Scaling
Medpho,Hospital & Health Care,Series A,1000000.0,Medpho is a healthcare service provider in India that connects doctors and patients at the click of a call.,2021.0,Early Traction
LivQuik Technology,Financial Services,Series A,4000000.0,LivQuik’s vision is to enable the efficient movement of money.,2012.0,Early Traction
EventBeep,EdTech,Series A,4000000.0,An inclusive community where students are inspired and empowered to reach their full potential,2019.0,Early Traction
GTM Buddy,Computer Software,Seed funding,2000000.0,Just-in-time Sales Enablement Platform,2020.0,Validation
Gobbly,Retail,Series A,900000.0,A 24x7 automated retail store filled with daily essentials.,2019.0,Early Traction
HexaHealth,Healthtech,Seed funding,4500000.0,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,2019.0,Validation
Eupheus Learning,E-learning,Series C,10000000.0,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,2017.0,Scaling
Easiloan,FinTech,Series A,1000000.0,"A Fintech startup, offering fast & easy digital processing of Home Loans in a completely reimagined and delightful way.",2020.0,Early Traction
Anar,Information Technology & Services,Seed funding,6200000.0,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India.,2019.0,Validation
Shadez,Consumer Services,Series A,200000.0,"Smart painting process, latest automatic tools and professional painters make the process faster than any other conventional process of painting .",2019.0,Early Traction
Vahan,Information Technology & Services,Series A,8000000.0,"Help companies such as Zomato, Swiggy, Flipkart, Uber, Shadowfax etc. hire blue-collar workers and are on track to become India's largest recruitment platform.",2016.0,Early Traction
MPL,sports,Series E,100000000.0,"Mobile Premier League (MPL), is India’s largest eSports and mobile gaming platform, with over 50+ games on its app on iOS and Android, and over 60 million users in India.",2018.0,Scaling
Tinkerly,EdTech,Series A,800000.0,"A STEM learning online-offline solutions provider that makes STEM learning & Coding fun and interesting with superior pedagogy, blended learning, and play-based curriculum.",2015.0,Early Traction
Godamwale,Logistics & Supply Chain,Series A,4000000.0,Godamwale is tech enabled integrated logistics company providing end to end supply chain solutions.,2016.0,Early Traction
